Type,Localisation,Latitude,Longitude,Title,Price in DH,Tags,Tags_length,Area in m²,Rooms,Bedrooms,Bathrooms,Condition,Floor,House Age in ans
Appartements Casablanca,Casablanca Finance City à Casablanca,33.56170473792227,-7.630379283521052,"Appartement F3 en vente 98m², NEXT HOUSE CASA ANFA",1824000.0,"['98 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,98.0,3.0,2.0,2.0,Nouveau,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Villa à vendre californie zone commerciale,4558824.761494253,"['1250 m²', '15 Pièces', '15 Chambres', '5 Salles de bains', 'Bon état']",5,1250.0,15.0,15.0,5.0,Bon état,3.0,15
Appartements Casablanca,Hay Zobir à Casablanca,33.55065739774895,-7.693630316775255,Bel appartement à vendre,730000.0,"['65 m²', '5 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '1er étage']",7,65.0,5.0,2.0,1.0,Bon état,1.0,7
Appartements Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Vente Appartement neuf 104m² Californie,1350000.0,"['104 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,104.0,3.0,2.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Palmier à Casablanca,33.56170473792227,-7.630379283521052,"Magnifique appartement à la vente, palmier",1500000.0,"['93 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,93.0,3.0,2.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.56170473792227,-7.630379283521052,Superbe appartement à vendre à Les princesses. Parking et ascenseur,990000.0,"['45 m²', '1 Pièce', '1 Chambre', '1 Salle de bain', 'Nouveau']",6,45.0,4.682934712346477,1.0,1.0,Nouveau,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Somptueuse Villa 5000m2 à vendre à Californie,44800000.0,"['5000 m²', '12 Pièces', '7 Chambres', '6 Salles de bains', 'À rénover', '20-30 ans']",6,5000.0,12.0,7.0,6.0,À rénover,3.0,25
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,Appartement a vendre a Gautier avec cour,3500000.0,"['210 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']",7,210.0,4.0,3.0,2.0,Bon état,1.0,7
Appartements Casablanca,Gauthier à Casablanca,33.5889190918421,-7.62867450714111,Appartement 347 m2 dont une terrasse de 209 m2,3800000.0,"['347 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '6ème étage']",7,347.0,4.0,3.0,3.0,Bon état,6.0,7
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement 124m² Maarif Extention 1MDH,1000000.0,"['124 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '4ème étage']",7,124.0,3.0,2.0,2.0,Bon état,4.0,25
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57976970955664,-7.617312669754256,Splendide Appart en Vente à 2 Mars rue de sebta,2900000.0,"['214 m²', '12 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '2ème étage']",6,214.0,12.0,3.0,2.0,Nouveau,2.0,15
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Appartement de 134m² en vente California Parc,2528950.0,"['134 m²', '4 Pièces', '3 Chambres', 'Nouveau', '3ème étage']",6,134.0,4.0,3.0,2.306532663316583,Nouveau,3.0,15
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57797899192462,-7.62000560760498,Duplex neuf haut standing à Casablanca. Opportunité à saisir,2012500.0,"['129 m²', '3 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an"", '5ème étage']",7,129.0,3.0,3.0,2.0,Nouveau,5.0,0
Villas & maisons de luxe Casablanca,Polo à Casablanca,33.56170473792227,-7.630379283521052,♦️Opportunité a saisir villa 3 façades 1434 m2♦️,13500000.0,"['1434 m²', '8 Pièces', '6 Chambres', '4 Salles de bains', 'Bon état', '10-20 ans']",6,1434.0,8.0,6.0,4.0,Bon état,3.0,15
Appartements Casablanca,Oasis à Casablanca,33.55702447218315,-7.6348114013671875,Très bel appartement en vente,2850000.0,"['195 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '1-5 ans', '1er étage']",7,195.0,4.0,3.0,3.0,Bon état,1.0,3
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.56700174635298,-7.652921676635685,SUPERBE opportunité: Triplex a vendre sur CIL,5990000.0,"['361 m²', '7 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans']",6,361.0,7.0,3.0,3.0,Bon état,3.0,7
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Penthouse de luxe de 250m² à vendre sur Racine,6000000.0,"['250 m²', '6 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5ème étage']",6,250.0,6.0,3.0,3.0,Nouveau,5.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.56170473792227,-7.630379283521052,Maison de haut standing à vendre à CIL Hay Salam. Superficie 940 m². Places de stationnement et terrasse,16520000.0,"['944 m²', '9 Pièces', '7 Chambres', '6 Salles de bains', 'Bon état']",5,944.0,9.0,7.0,6.0,Bon état,3.0,15
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,Superbe appartement à vendre à Gauthier. 2 chambres. Ascenseur et stationnement,2450000.0,"['167 m²', '3 Pièces', '2 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '2ème étage']",7,167.0,3.0,2.0,3.0,Bon état,2.0,7
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 56m² en vente Luxoria Oasis,1286380.0,"['56 m²', '1 Chambre', '1 Salle de bain', '5ème étage']",5,56.0,4.682934712346477,1.0,1.0,Bon état,5.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 46m² + 2m² de terrasse en vente Luxoria Oasis,1050660.0,"['47 m²', '1 Chambre', '1 Salle de bain', '3ème étage']",5,47.0,4.682934712346477,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 41m² en vente Luxoria Oasis,947400.0,"['41 m²', '1 Chambre', '1 Salle de bain', '2ème étage']",5,41.0,4.682934712346477,1.0,1.0,Bon état,2.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 56m² en vente Luxoria Oasis,1268400.0,"['56 m²', '1 Chambre', '1 Salle de bain', '2ème étage']",5,56.0,4.682934712346477,1.0,1.0,Bon état,2.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 45m² + 33m² de terrasse en vente Luxoria Oasis,1223060.0,"['58 m²', '1 Chambre', '1 Salle de bain', '1er étage']",5,58.0,4.682934712346477,1.0,1.0,Bon état,1.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 47m² + 4m² de terrasse en vente Luxoria Oasis,1039960.0,"['49 m²', '1 Chambre', '1 Salle de bain', '1er étage']",5,49.0,4.682934712346477,1.0,1.0,Bon état,1.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 55m² en vente Luxoria Oasis,1247000.0,"['55 m²', '1 Chambre', '1 Salle de bain', '1er étage']",5,55.0,4.682934712346477,1.0,1.0,Bon état,1.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 54m² + 8m² de terrasse en vente Luxoria Oasis,1280170.0,"['58 m²', '1 Chambre', '1 Salle de bain', '1er étage']",5,58.0,4.682934712346477,1.0,1.0,Bon état,1.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 42m² + 64m² de terrasse en vente Luxoria Oasis,1317080.0,"['63 m²', '1 Chambre', '1 Salle de bain', '1er étage']",5,63.0,4.682934712346477,1.0,1.0,Bon état,1.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement de 42m² en vente Luxoria Oasis,968800.0,"['42 m²', '1 Chambre', '1 Salle de bain', '2ème étage']",5,42.0,4.682934712346477,1.0,1.0,Bon état,2.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 52m² en vente Luxoria Oasis,1154980.0,"['52 m²', '1 Chambre', '1 Salle de bain', '3ème étage']",5,52.0,4.682934712346477,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 35m² + 4m² de terrasse en vente Luxoria Oasis,802415.0,"['37 m²', '1 Chambre', '1 Salle de bain', '3ème étage']",5,37.0,4.682934712346477,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 39m² + 4m² de terrasse en vente Luxoria Oasis,947400.0,"['41 m²', '1 Chambre', '1 Salle de bain']",4,41.0,4.682934712346477,1.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Oasis à Casablanca,33.555522417114226,-7.63700008392334,Appartement 38m² + 3m² terrasse en vente Luxoria Oasis,915300.0,"['40 m²', '1 Chambre', '1 Salle de bain', '3ème étage']",5,40.0,4.682934712346477,1.0,1.0,Bon état,3.0,15
Appartements Casablanca,Casablanca Finance City à Casablanca,33.56170473792227,-7.630379283521052,"Appartement F3 en vente 98m², NEXT HOUSE CASA ANFA",1824000.0,"['98 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,98.0,3.0,2.0,2.0,Nouveau,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Villa à vendre californie zone commerciale,4558824.761494253,"['1250 m²', '15 Pièces', '15 Chambres', '5 Salles de bains', 'Bon état']",5,1250.0,15.0,15.0,5.0,Bon état,3.0,15
Appartements Casablanca,Hay Zobir à Casablanca,33.55065739774895,-7.693630316775255,Bel appartement à vendre,730000.0,"['65 m²', '5 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '5-10 ans', '1er étage']",7,65.0,5.0,2.0,1.0,Bon état,1.0,7
Appartements Casablanca,Californie à Casablanca,33.5320075462679,-7.616862947014511,Vente Appartement neuf 104m² Californie,1350000.0,"['104 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,104.0,3.0,2.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Palmier à Casablanca,33.56170473792227,-7.630379283521052,"Magnifique appartement à la vente, palmier",1500000.0,"['93 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,93.0,3.0,2.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,Superbe appartement à vendre à Les princesses. Parking et ascenseur,990000.0,"['45 m²', '1 Pièce', '1 Chambre', '1 Salle de bain', 'Nouveau']",6,45.0,4.682934712346477,1.0,1.0,Nouveau,3.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Somptueuse Villa 5000m2 à vendre à Californie,44800000.0,"['5000 m²', '12 Pièces', '7 Chambres', '6 Salles de bains', 'À rénover', '20-30 ans']",6,5000.0,12.0,7.0,6.0,À rénover,3.0,25
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,Appartement a vendre a Gautier avec cour,3500000.0,"['210 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']",7,210.0,4.0,3.0,2.0,Bon état,1.0,7
Appartements Casablanca,Gauthier à Casablanca,33.5889190918421,-7.62867450714111,Appartement 347 m2 dont une terrasse de 209 m2,3800000.0,"['347 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '6ème étage']",7,347.0,4.0,3.0,3.0,Bon état,6.0,7
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement 124m² Maarif Extention 1MDH,1000000.0,"['124 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état', '20-30 ans', '4ème étage']",7,124.0,3.0,2.0,2.0,Bon état,4.0,25
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57976970955664,-7.617312669754256,Splendide Appart en Vente à 2 Mars rue de sebta,2900000.0,"['214 m²', '12 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '2ème étage']",6,214.0,12.0,3.0,2.0,Nouveau,2.0,15
Appartements Casablanca,Palmier à Casablanca,33.56170473792227,-7.630379283521052,Apoartement à la vente en étage élevé palmier,3500000.0,"['262 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '6ème étage']",7,262.0,4.0,3.0,3.0,Bon état,6.0,7
Appartements Casablanca,Gauthier à Casablanca,33.56170473792227,-7.630379283521052,Appartement 4 chambres à Gauthier àla vente,3300000.0,"['198 m²', '6 Pièces', '4 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans', '6ème étage']",7,198.0,6.0,4.0,3.0,Nouveau,6.0,7
Appartements Casablanca,Val Fleury à Casablanca,33.57519011717882,-7.636785507202148,Vente appartement 124m² val fleuri,2000000.0,"['124 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau']",5,124.0,5.0,3.0,2.0,Nouveau,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.56170473792227,-7.630379283521052,Maison de luxe à vendre à Casablanca. 2 pièces. Porte sécurisée et chauffage central,8300000.0,"['477 m²', '2 Pièces', '1 Chambre', '2 Salles de bains', 'Bon état']",5,477.0,2.0,1.0,2.0,Bon état,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.56170473792227,-7.630379283521052,Appartement de 125m² en vente MAYFAIR RÉSIDENCE,1760000.0,"['125 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', ""Moins d'un an""]",6,125.0,3.0,2.0,2.0,Nouveau,3.0,0
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.56170473792227,-7.630379283521052,Duplex en vente à Bourgogne Ouest. Superficie 53 m². Ascenseur,1007000.0,"['53 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', '5ème étage']",6,53.0,2.0,1.0,1.0,Nouveau,5.0,15
Villas & maisons de luxe Casablanca,Californie à Casablanca,33.53595755299843,-7.625627517700195,Villa de 5400 m² à vendre à Californie,60000000.0,"['5400 m²', '3 Pièces', '5 Chambres', '5 Salles de bains', 'Bon état']",5,5400.0,3.0,5.0,5.0,Bon état,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab Extension à Casablanca,33.56170473792227,-7.630379283521052,Villa de 1430 m² à vendre à Ain Diab extension,17000000.0,"['1430 m²', '4 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état']",5,1430.0,4.0,4.0,4.0,Bon état,3.0,15
Appartements Casablanca,Les princesses à Casablanca,33.57154299116339,-7.636313438415527,Appartement à vendre au quartier les princesses,2900000.0,"['177 m²', '6 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '1-5 ans']",6,177.0,6.0,3.0,2.0,Nouveau,3.0,3
Appartements Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,"Terrasse vegetalisee de 48m2, vrai bijou",1700000.0,"['148 m²', '2 Chambres', '2 Salles de bains']",4,148.0,4.682934712346477,2.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Casablanca,33.57601248704883,-7.603912353515625,Bon investissemnt locatif moderne meuble princesses,1050000.0,"['59 m²', '1 Chambre', '1 Salle de bain', '7ème étage']",5,59.0,4.682934712346477,1.0,1.0,Bon état,7.0,15
Villas & maisons de luxe Casablanca,CIL (Hay Salam) à Casablanca,33.56170473792227,-7.630379283521052,Villa d'angle au CIL à vendre,8500000.0,"['492 m²', '9 Pièces', '5 Chambres', '4 Salles de bains', 'À rénover', '20-30 ans']",6,492.0,9.0,5.0,4.0,À rénover,3.0,25
Appartements Casablanca,Maârif Extension à Casablanca,33.57987394514173,-7.646827697753906,Appartement à vendre 5eme étage 140 m2 Maarif Exte,2450000.0,"['140 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '10-20 ans', '5ème étage']",7,140.0,4.0,3.0,2.0,Bon état,5.0,15
Appartements Casablanca,Californie à Casablanca,33.524709493386695,-7.607078248528126,Appartement Rez-de-jardin de 189m² en vente UTOPIA,1917500.0,"['189 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']",4,189.0,4.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Appartement de 127m² en vente UTOPIA,1927400.0,"['127 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', '3ème étage']",5,127.0,4.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Appartement de 106m² en vente UTOPIA,1613100.0,"['106 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', '1er étage']",5,106.0,4.0,3.0,2.0,Bon état,1.0,15
Appartements Casablanca,Californie à Casablanca,33.524709493386695,-7.607078248528126,Appartement Rez-de-jardin de 198m² en vente UTOPIA,2060600.0,"['198 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']",4,198.0,4.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Appartement de 130m² en vente UTOPIA,2021750.0,"['130 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', '2ème étage']",5,130.0,4.0,3.0,2.0,Bon état,2.0,15
Appartements Casablanca,Oulfa à Casablanca,33.550774678460385,-7.697961330413676,Appartement de 117m² en vente Résidence New City,1228500.0,"['117 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau']",5,117.0,4.0,3.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Maârif à Casablanca,33.56170473792227,-7.630379283521052,Appartement de 142m² en vente Résidence Ô Maarif,2839750.0,"['142 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '5ème étage']",6,142.0,4.0,3.0,2.0,Nouveau,5.0,15
Appartements Casablanca,Casablanca Finance City à Casablanca,33.547117579470296,-7.675495147705078,"Appartement F2 de 65m² en vente Résidence Occitania, Casablanca",1600000.0,"['65 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau']",5,65.0,2.0,1.0,1.0,Nouveau,3.0,15
Appartements Casablanca,Casablanca Finance City à Casablanca,33.547117579470296,-7.675495147705078,"Appartement F4 de 104m² en vente Résidence Occitania, Casablanca",2180000.0,"['104 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau']",5,104.0,4.0,3.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Casablanca Finance City à Casablanca,33.547117579470296,-7.675495147705078,"Appartement F3 de 112m² en vente Résidence Occitania, Casablanca",1612120.0,"['112 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,112.0,3.0,2.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Beauséjour à Casablanca,33.547117579470296,-7.675495147705078,Appartement à Vendre,1936000.0,"['121 m²', '7 Pièces', '4 Chambres', '2 Salles de bains', 'Bon état', '1-5 ans', '2ème étage']",7,121.0,7.0,4.0,2.0,Bon état,2.0,3
Appartements Casablanca,La Gironde à Casablanca,33.58505803848486,-7.601637840270996,Appartement à vendre à cote de ASAWK SALAM la Giron,1119000.0,"['117 m²', '8 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '5-10 ans', '1er étage']",7,117.0,8.0,3.0,2.0,Bon état,1.0,7
Appartements Casablanca,Les Hôpitaux à Casablanca,33.57154299116339,-7.636313438415527,Bel appartement à Vendre à quartier des hôpitaux,2000000.0,"['150 m²', '5 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '1er étage']",6,150.0,5.0,3.0,2.0,Bon état,1.0,15
Appartements Casablanca,Racine à Casablanca,33.592458238962855,-7.648158073425293,Magnifique appartement de 210 m² à vendre a Racine,3850000.0,"['210 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Bon état', '3ème étage']",6,210.0,4.0,3.0,2.0,Bon état,3.0,15
Appartements Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Ain diab vente appartement 208 m² 3 chambres,3500000.0,"['208 m²', '4 Pièces', '2 Chambres', '2 Salles de bains', 'Bon état']",5,208.0,4.0,2.0,2.0,Bon état,3.0,15
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.598304662993705,-7.644252777099609,Top placement locatif,1300000.0,"['52 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau', ""Moins d'un an"", '5ème étage']",7,52.0,2.0,1.0,1.0,Nouveau,5.0,0
Appartements Casablanca,Gauthier à Casablanca,33.58891909184207,-7.628674507141113,"GAUTHIER, Très joli studio meublé à VENDRE VACL. 9091",1750000.0,"['98 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Bon état', '1-5 ans', '3ème étage']",7,98.0,2.0,1.0,1.0,Bon état,3.0,3
Appartements Casablanca,Foncière à Casablanca,33.58831357927294,-7.604577541351233,"Appartement spacieux, ensoleillé et sans vis à vis",2500000.0,"['172 m²', '8 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état', '5-10 ans', '2ème étage']",7,172.0,8.0,4.0,3.0,Bon état,2.0,7
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,"Appartement au RDC de 139m² en vente, Le Prestige Californie",1790320.0,"['139 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,139.0,3.0,2.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,"Appartement de 104m² en vente, Le Prestige Californie",1630720.0,"['104 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau', '4ème étage']",6,104.0,3.0,2.0,2.0,Nouveau,4.0,15
Villas & maisons de luxe Casablanca,Anfa Supérieur à Casablanca,33.588597343995104,-7.66047477722168,Villa de 1000 m² à vendre à Anfa Supérieur,25000000.0,"['1000 m²', '7 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état']",5,1000.0,7.0,4.0,3.0,Bon état,3.0,15
Appartements Casablanca,Californie à Casablanca,33.538935329089206,-7.613502464864297,"Appartement au RDC de 88m² en vente, Le Prestige Californie",1429120.0,"['88 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau']",5,88.0,4.0,3.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Aïn Sebaâ à Casablanca,33.56170473792227,-7.630379283521052,Appartement au RDC de 86m² en vente Les jardins de Ain Sebaa,915800.0,"['86 m²', '3 Pièces', '2 Chambres', '2 Salles de bains', 'Nouveau']",5,86.0,3.0,2.0,2.0,Nouveau,3.0,15
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.58630932470067,-7.671375274658203,Vente villa moderne quartier Ain Diab Casablanca,13500000.0,"['767 m²', '7 Pièces', '4 Chambres', '3 Salles de bains', 'Bon état']",5,767.0,7.0,4.0,3.0,Bon état,3.0,15
Appartements Casablanca,Bourgogne Ouest à Casablanca,33.598304662993705,-7.644252777099609,OPPORTUNITÉ appartment à vendre au dernier étage,1200000.0,"['95 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', 'Bon état', '10-20 ans', '7ème étage']",7,95.0,3.0,2.0,1.0,Bon état,7.0,15
Appartements Casablanca,Bourgogne Est à Casablanca,33.591064046823725,-7.556705474853516,"Appartement a vendre moderne à Bd Anfa, Bourgogne",2600000.0,"['162 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '1-5 ans', '3ème étage']",7,162.0,4.0,3.0,3.0,Nouveau,3.0,3
Villas & maisons de luxe Casablanca,Ain Diab à Casablanca,33.56170473792227,-7.630379283521052,"Villa a vendre Ain Diab, Sindi Bad",7100000.0,"['382 m²', '6 Pièces', '4 Chambres', '4 Salles de bains', 'Bon état', '20-30 ans']",6,382.0,6.0,4.0,4.0,Bon état,3.0,25
Appartements Casablanca,Triangle d'Or à Casablanca,33.56170473792227,-7.630379283521052,Appartement a vendre Triangle d'Or,4200000.0,"['299 m²', '4 Pièces', '3 Chambres', '3 Salles de bains', 'Nouveau', '5-10 ans', '1er étage']",7,299.0,4.0,3.0,3.0,Nouveau,1.0,7
Appartements Casablanca,Ain Borja à Casablanca,33.56170473792227,-7.630379283521052,"Appartement de 99m² en vente, Les Jardins de Belvédère",4558824.761494253,"['99 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau', '3ème étage']",6,99.0,4.0,3.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Casablanca Finance City à Casablanca,33.5592358768252,-7.65225006860351,"Appartement F2 de 59m² en vente, Ryad' Anfa",1250000.0,"['59 m²', '1 Chambre', '1 Salle de bain']",4,59.0,4.682934712346477,1.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Casablanca Finance City à Casablanca,33.56170473792227,-7.630379283521052,"Appartement F2 de 59m² en vente, Ryad' Anfa",1250000.0,"['59 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', 'Nouveau']",5,59.0,2.0,1.0,1.0,Nouveau,3.0,15
Appartements Casablanca,Casablanca Finance City à Casablanca,33.56170473792227,-7.630379283521052,"Appartement F4 de 124m² en vente, Ryad' Anfa",2200000.0,"['124 m²', '4 Pièces', '3 Chambres', '2 Salles de bains', 'Nouveau']",5,124.0,4.0,3.0,2.0,Nouveau,3.0,15
Appartements Casablanca,Californie à Casablanca,33.56170473792227,-7.630379283521052,Appartement en RDC de 137m² 3 chambres salon à Jnane Californie,2124000.0,"['137 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']",4,137.0,4.0,3.0,2.306532663316583,Bon état,3.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987841432208,-7.641613483429069,Appartement de 101m² en vente Résidence Diaz,1868000.0,"['101 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', '5ème étage']",5,101.0,3.0,2.0,1.0,Bon état,5.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987841432208,-7.641613483429069,Appartement de 57m² en vente Résidence Diaz,1076000.0,"['57 m²', '2 Pièces', '1 Chambre', '1 Salle de bain', '5ème étage']",5,57.0,2.0,1.0,1.0,Bon état,5.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987841432208,-7.641613483429069,Appartement de 74m² en vente Résidence Diaz,1382000.0,"['74 m²', '3 Pièces', '2 Chambres', '1 Salle de bain', '4ème étage']",5,74.0,3.0,2.0,1.0,Bon état,4.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987841432208,-7.641613483429069,Appartement de 45m² en vente Résidence Diaz,860000.0,"['45 m²', '1 Chambre', '1 Salle de bain', 'Nouveau', '3ème étage']",6,45.0,4.682934712346477,1.0,1.0,Nouveau,3.0,15
Appartements Casablanca,Maârif Extension à Casablanca,33.57987841432208,-7.641613483429069,Appartement de 45m² en vente Résidence Diaz,860000.0,"['45 m²', '1 Chambre', '1 Salle de bain', 'Nouveau', '2ème étage']",6,45.0,4.682934712346477,1.0,1.0,Nouveau,2.0,15
